DateComtd,DayComtd,TimeComtd,EntryNo,PPO,Unit/Station,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification,Mode of Commission,StreetCrime,InvolMinor?,SpecialCase,WeaponUsed,FACaliber,FAStatus,FALicenseNr,C-R-S Firearms,FADisposition,Transport,MotorcycleRidingCriminals,Driver(Suspect),VehOwner,VehType,VehPlateNum,Drugs,DrugConfsctdItem,Gmblng,GmblngConfsctdItem,GmblngAmntCnfsctd,CrnppngRecUnrec,RobType,BankRobAmt,EstblshmntType,EstblshmntName,CaseStat,Solved,Cleared,Uncleared/Unsolved,Arrest,NrArrstdSspct,Place of Occurrence*,Column1,Column2
2021-12-08,Wednesday,13:00:00,202112-2083,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,Purok 3,123.30658,9.328507,NON-INDEX CRIME,,OTHERNONINDEX,Threat/Coercion,Threat Plain verbal,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Malls,,
2021-12-08,Wednesday,15:20:00,202112-2084,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),UNITOP Gen. Mdse.,123.307503,9.306824,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting,Shoplifting,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,Yes,1,(Commercial-Business Establishments) - Malls,,
2021-12-08,Wednesday,10:30:00,Traf(137)160,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Intersection Dr. V. Locsin and Perdices St.,123.307732,9.306969,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-08,Wednesday,15:30:00,Traf(137)161,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Robinson's Parking Area,123.302864,9.29845,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-08,Wednesday,23:30:00,202112-2086,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,,123.285408,9.309911,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.Two (2) pcs. Medium size heat-sealed transparent plastic sachet containing suspected shabu;
b. One (1) pc small size heat-sealed transparent plastic sachet containing suspected shabu. Total estimated weight of more or less 2.0 grams with SDP of Php 13,600.00; and
c. One (1) unit Nokia keypad cellphone colored black.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-12-11,Saturday,8:10:00,202112-2105,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.309525,9.301134,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"


	Confiscated pieces of evidence were:
		a. 1 set playing cards consisting 52 pieces with Red and Black color combination; and
b. Bet money amounting to Two Hundred Forty pesos (Php 240.00).	
	
",Php 240.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2021-12-11,Saturday,8:18:00,202112-2106,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.308647,9.300191,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"

	Confiscated pieces of evidence were:
		a. 1 set playing cards consisting 52 pieces with Blue color; and
                   b. Bet money amounting to Three Hundred pesos (Php 300.00).	
	
",Php 300.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2021-12-11,Saturday,14:45:00,202112-2112,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Mercury Drug,123.29998,9.32074,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting,Shoplifting,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,Yes,Yes,1,(Commercial-Business Establishments) - Drug Store,,
2021-12-11,Saturday,23:15:00,202112-2128,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.310928,9.31504,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
b.)  One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be shabu; 
c.) Two (2) pcs medium size heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu, with total estimated weight of 3 grams with SDP value of Php 20,400.00; and
d.) One (1) pc genuine One thousand Peso bills (Php 1,000.00) as buy bust money.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-12-11,Saturday,23:15:00,202112-2128,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.310928,9.31504,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
b.)  One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be shabu; 
c.) Two (2) pcs medium size heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu, with total estimated weight of 3 grams with SDP value of Php 20,400.00; and
d.) One (1) pc genuine One thousand Peso bills (Php 1,000.00) as buy bust money.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-12-11,Saturday,23:45:00,202112-2129,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,Purok Manguilawod,123.296341,9.283335,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
1.	One (1) piece elongated heat sealed transparent plastic sachet containing suspected shabu granules/powder now marked as DO-BB 12-11-21 BANILAD 11:45 PM with initial signature;
2.	Five (5) pieces elongated heat sealed transparent plastic sachet containing suspected shabu granules/powder now marked as DO-P1 12-11-21 BANILAD 11:50 PM with initial signature to DO-P5 12-11-21 BANILAD 11:50 PM with initial signature;
3.	Aluminium candy case mar as DO-P6 12-11-21 BANILAD 11:50 PM with initial signature;
4.	Sling Bag where items no. 2,3 and 5 recovered marked as DO-P7 12-11-21 BANILAD 11:50 PM with initial signature;
5.	Five Hundred peso bill Buy-Bust money with CN:QJ135980
 
",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-12-11,Saturday,23:45:00,202112-2129,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,Purok Manguilawod,123.296341,9.283335,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
1.	One (1) piece elongated heat sealed transparent plastic sachet containing suspected shabu granules/powder now marked as DO-BB 12-11-21 BANILAD 11:45 PM with initial signature;
2.	Five (5) pieces elongated heat sealed transparent plastic sachet containing suspected shabu granules/powder now marked as DO-P1 12-11-21 BANILAD 11:50 PM with initial signature to DO-P5 12-11-21 BANILAD 11:50 PM with initial signature;
3.	Aluminium candy case mar as DO-P6 12-11-21 BANILAD 11:50 PM with initial signature;
4.	Sling Bag where items no. 2,3 and 5 recovered marked as DO-P7 12-11-21 BANILAD 11:50 PM with initial signature;
5.	Five Hundred peso bill Buy-Bust money with CN:QJ135980
 
",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-12-12,Sunday,17:00:00,Traf(137)163,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,"Intersection Mango Avenue, rovira Road",123.30481,9.327311,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-12,Sunday,17:00:00,Traf(137)163,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,"Intersection Mango Avenue, rovira Road",123.30481,9.327311,NON-INDEX CRIME,,OTHERNONINDEX,Other Non-Index,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-12,Sunday,20:00:00,202112-2132,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cantil-e,Camella Homes,123.25705,9.312748,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing, entered the compound of Camella Homes,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences - Subdivision) - w Security Guard,,
2021-12-14,Tuesday,8:49:00,202112-2153,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Purok Kawayan,123.289841,9.320562,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Stabbing/Hacking - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-12-15,Wednesday,23:45:00,202112-2165,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Dapdap,123.297272,9.304675,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal, act went wild and unruly,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-12-15,Wednesday,16:00:00,202112-2170,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 2 (Barangay 2),Lukewright,123.308807,9.302386,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Establishment),,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,No,0,Repair Shop,,
2021-12-18,Saturday,13:00:00,Traf(137)164,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Fruit Market, Colon St.",123.307503,9.306824,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-20,Monday,7:20:00,Traf(137)165,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Junob,Infront of Millenial Resort,123.28421,9.303521,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-20,Monday,7:20:00,Traf(137)165,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Junob,Infront of Millenial Resort,123.28421,9.303521,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-20,Monday,16:00:00,202112-2197,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,The Henry Resort,123.309761,9.327446,NON-INDEX CRIME,,OTHERNONINDEX,Estafa,Failure to Pay Chit/Bill,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn,,
2021-12-20,Monday,11:00:00,Traf(137)166,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,South Poblacion,123.29438,9.300091,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-21,Tuesday,14:50:00,202112-2203,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.310822,9.314633,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"
	Confiscated pieces of evidence were:
		a.) 1 Set playing cards consisting 52 pieces, red/white color combination with cover; and
		b.) Bet money amounting to Three Hundred Twenty Pesos (Php 320.00).
	
",Php 320.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2021-12-21,Tuesday,15:30:00,202112-2204,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.311058,9.314522,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"

	Confiscated pieces of evidence were:
		a.) 1 Set playing cards consisting 52 pieces, red/white color combination with cover; and
		b.) Bet money amounting to One Hundred Seventy Pesos (Php 170.00).
	
",Php 170.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,3,(Inside Residences) - Public Residential Area,,
2021-12-22,Wednesday,16:45:00,Traf(137)167,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Infront of City Mall,123.298988,9.323926,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-22,Wednesday,16:45:00,Traf(137)167,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Infront of City Mall,123.298988,9.323926,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-24,Friday,0:12:00,202112-2217,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.309921,9.301001,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
b.) Two (2) pcs elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu, with total estimated weight of 0.20 grams with DDB value of Php 1,360.00; and
d.) One (1) pc genuine Five hundred Peso bill (Php 500.00) as buy bust money

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-12-24,Friday,0:12:00,202112-2217,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.309921,9.301001,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
b.) Two (2) pcs elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu, with total estimated weight of 0.20 grams with DDB value of Php 1,360.00; and
d.) One (1) pc genuine Five hundred Peso bill (Php 500.00) as buy bust money

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-12-26,Sunday,9:16:00,Traf(137)168,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bajumpandan,Bajumpandan Road,123.280022,9.280466,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-27,Monday,19:00:00,Traf(137)169,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Purok Saging,123.29142,9.309657,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-28,Tuesday,7:00:00,Traf(137)172,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Mangnao-Canal,Along National Highway,123.298775,9.293357,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-28,Tuesday,7:00:00,Traf(137)172,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Mangnao-Canal,Along National Highway,123.298775,9.293357,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-28,Tuesday,11:00:00,Traf(137)173,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Fronting Mang Atchan Tocino,123.294006,9.30004,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-28,Tuesday,11:00:00,Traf(137)173,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Fronting Mang Atchan Tocino,123.294006,9.30004,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-28,Tuesday,10:30:00,Traf(137)174,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,San Jose Village,123.291565,9.26903,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-28,Tuesday,15:00:00,Traf(137)175,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Fronting Vanson, Colon St.",123.306023,9.304675,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-28,Tuesday,10:40:00,Traf(137)176,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,"Parking Area, Robinson's Mall",123.303001,9.298029,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-28,Tuesday,17:00:00,Traf(137)177,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 7 (Barangay 7),Intersection San Jose and Cervantes St.,123.304726,9.308193,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-29,Wednesday,6:43:00,202112-2228,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Gumamela,123.29213,9.302367,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence:
a.) One (1) pc medium heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
b.) Eleven (11) pcs medium heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu,
c.) Two (2) pcs Big sizes transparent plastic container white crystalline substance believed to be Shabu, with total estimated weight of 2 kilograms with SDP value of Php 13,600,000 ; and
d.) Twenty thousand bogus money on top of One (1) genuine One thousand Peso bill (Php 1,000.00 )
e.) One unit Samsung keypad cellular phone color black.
f.) One back pack Habagat brand color black/cream
",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-12-29,Wednesday,6:43:00,202112-2228,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Gumamela,123.29213,9.302367,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence:
a.) One (1) pc medium heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
b.) Eleven (11) pcs medium heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu,
c.) Two (2) pcs Big sizes transparent plastic container white crystalline substance believed to be Shabu, with total estimated weight of 2 kilograms with SDP value of Php 13,600,000 ; and
d.) Twenty thousand bogus money on top of One (1) genuine One thousand Peso bill (Php 1,000.00 )
e.) One unit Samsung keypad cellular phone color black.
f.) One back pack Habagat brand color black/cream
",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-12-29,Wednesday,7:45:00,Traf(137)178,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,,123.299461,9.319185,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-12-31,Friday,7:55:00,202112-2234,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Purok Bougainvilla,123.264648,9.312388,NON-INDEX CRIME,,OTHERNONINDEX,Trespassing, willfully and maliciously entered to the property,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences - Subdivision) - w/o Security Guard,,
2021-11-26,Friday,,202112-2052,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,"Think Bake Food House, 2nd Floor Value Med Pharmacy",123.299461,9.319185,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft,Qualified Theft,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Restaurant /Fastfood Chain/Eatery,,
2021-11-02,Tuesday,15:00:00,W-0047,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,,123.280579,9.309858,NON-INDEX CRIME,,OTHERNONINDEX,Acts of Lasciviousness," The respondent brought the complainant inside his house and he undress  her by removing the t-shirt, shorts, and panty of the complainant",,No,,,,,,,,,,,,,,,,,,,,,,,,Under Investigation,No,No,Yes,No,0,(Inside Residences) - Public Residential Area,,
,,,198,198,,,,,,,198,27,198,,,,,,,,,,,,,,,,,,,,,,Php0.00,0,,Php0.00,,,198,,,,,177,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
